location,mission,premium+,type,author,description,level,song
guitar-learn-missions-rhythm,fancy chords,FALSE,video,-,-,6,fancy chords
guitar-learn-missions-rhythm,fancy chords,FALSE,trainer,-,-,6,chord trainer: G-family
guitar-learn-missions-rhythm,fancy chords,FALSE,song,the yousicians,fancy chords,6,crowded space
guitar-learn-missions-rhythm,fancy chords,FALSE,song,the yousicians,fancy chords,6,freewheelin'
guitar-learn-missions-rhythm,fancy chords,FALSE,trainer,-,-,6,chord trainer: 7ths
guitar-learn-missions-rhythm,fancy chords,FALSE,song,the yousicians,fancy chords,6,somewhere
guitar-learn-missions-rhythm,fancy chords,FALSE,song,the yousicians,fancy chords,6,12 bar blues
guitar-learn-missions-rhythm,fancy chords,FALSE,song,the yousicians,fancy chords,6,cardamom girl
guitar-learn-missions-rhythm,fancy chords,FALSE,video,-,-,6,video: embelishing chords
guitar-learn-missions-rhythm,fancy chords,FALSE,trainer,-,-,6,trainer: embellishing chords
guitar-learn-missions-rhythm,fancy chords,FALSE,song,the yousicians,fancy chords,6,sky bends
guitar-learn-missions-rhythm,fancy chords,FALSE,song,the yousicians,fancy chords,6,summer of love
guitar-learn-missions-rhythm,big riffing,FALSE,video,-,-,6,video: palm muting
guitar-learn-missions-rhythm,big riffing,FALSE,trainer,-,-,6,trainer: palm muting
guitar-learn-missions-rhythm,big riffing,FALSE,song,the yousicians,power chord riff,6,sharp driver
guitar-learn-missions-rhythm,big riffing,FALSE,song,the yousicians,main rhythm,6,88 miles per hour
guitar-learn-missions-rhythm,big riffing,FALSE,video,-,-,6,video: two-string barre
guitar-learn-missions-rhythm,big riffing,FALSE,trainer,-,-,6,chord trainer: big power chords
guitar-learn-missions-rhythm,big riffing,FALSE,song,the yousicians,main riff,6,finger oil blues
guitar-learn-missions-rhythm,big riffing,FALSE,trainer,-,-,6,chord trainer: big moveable 5ths
guitar-learn-missions-rhythm,big riffing,FALSE,song,the yousicians,power chords,6,down the line
guitar-learn-missions-rhythm,big riffing,FALSE,song,traditional,main riff,6,rollin' & tumblin'
guitar-learn-missions-rhythm,big riffing,FALSE,video,-,-,6,video: muting inside chords
guitar-learn-missions-rhythm,big riffing,FALSE,trainer,-,-,6,trainer: muting inside chords
guitar-learn-missions-rhythm,big riffing,FALSE,song,the yousicians,big power chords,6,highway to helsinki
guitar-learn-missions-rhythm,big riffing,FALSE,song,the yousicians,main riff,6,fast machine
guitar-learn-missions-lead,skill test (lead level 7),FALSE,song,the yousicians,legato melody,7,modern vintage
guitar-learn-missions-lead,double stops,FALSE,video,the yousicians,-,7,video: double stops (strumming)
guitar-learn-missions-lead,double stops,FALSE,trainer,the yousicians,-,7,trainer: double stops (strumming)
guitar-learn-missions-lead,double stops,FALSE,song,the yousicians,double stop melody,7,set me free
guitar-learn-missions-lead,double stops,FALSE,song,the yousicians,double stops,7,swamp thang
guitar-learn-missions-lead,double stops,FALSE,video,the yousicians,-,7,video: double stops (hybrid picking)
guitar-learn-missions-lead,double stops,FALSE,trainer,the yousicians,-,7,trainer: double stops (hybrid picking)
guitar-learn-missions-lead,double stops,FALSE,song,traditional,double stop melody,7,walzing matilda (in G)
guitar-learn-missions-lead,double stops,FALSE,song,traditional,double stop melody,7,molly malone (fast)
guitar-learn-missions-lead,double stops,FALSE,song,the yousicians,double stop melody,7,barre your soul
guitar-learn-missions-lead,double stops,FALSE,song,traditional,double stops,7,st louis blues
guitar-learn-missions-lead,picking skills,FALSE,video,-,-,7,video: alternate picking
guitar-learn-missions-lead,picking skills,FALSE,trainer,-,-,7,trainer: alternate picking
guitar-learn-missions-lead,picking skills,FALSE,song,the yousicians,melody & solo,7,reggae party
guitar-learn-missions-lead,picking skills,FALSE,song,christian petzold,main melody,7,minuet in G (metal)
guitar-learn-missions-lead,picking skills,FALSE,song,the yousicians,picking melody,7,modern vintage
guitar-learn-missions-lead,picking skills,FALSE,video,-,-,7,video: economy picking
guitar-learn-missions-lead,picking skills,FALSE,trainer,-,-,7,trainer: economy picking
guitar-learn-missions-lead,picking skills,FALSE,song,erkki melartin,melody,7,wedding march
guitar-learn-missions-lead,picking skills,FALSE,song,johann sebastian bach,melody,7,minuet in G (rock)
guitar-learn-missions-lead,picking skills,FALSE,song,isaac albeniz,melody,7,asturias (metal)
guitar-learn-missions-rhythm,skill test (rhythm level 7),FALSE,song,the yousicians,fancy chord riff,7,sitting on a park bench
guitar-learn-missions-rhythm,skill test (rhythm level 7),FALSE,trainer,-,-,7,chord trainer: fancy & big 5ths
guitar-learn-missions-rhythm,fingerpicking,FALSE,video,-,-,7,video: fingerpicking technique
guitar-learn-missions-rhythm,fingerpicking,FALSE,trainer,-,-,7,trainer: fingerpicking arpeggios
guitar-learn-missions-rhythm,fingerpicking,FALSE,song,traditional,fingerpicking,7,spanish romance
guitar-learn-missions-rhythm,fingerpicking,FALSE,song,the yousicians,fingerpicking,7,cowboy exit music
guitar-learn-missions-rhythm,fingerpicking,FALSE,trainer,-,-,7,trainer: alternating bass
guitar-learn-missions-rhythm,fingerpicking,FALSE,song,the yousicians,fingerpicking,7,hammer song
guitar-learn-missions-rhythm,fingerpicking,FALSE,song,the yousicians,fingerpicking,7,first light
guitar-learn-missions-rhythm,fingerpicking,FALSE,video,-,-,7,video: fingerpicking chrods
guitar-learn-missions-rhythm,fingerpicking,FALSE,trainer,-,-,7,trainer: fingerpicking chrods
guitar-learn-missions-rhythm,fingerpicking,FALSE,song,traditional,basic fingerpicking,7,walzing matilda (in G)
guitar-learn-missions-rhythm,fingerpicking,FALSE,song,the yousicians,basic fingerpicking,7,summer of love
guitar-learn-missions-rhythm,moveable chords,FALSE,video,-,-,7,video: moveable chords
guitar-learn-missions-rhythm,moveable chords,FALSE,trainer,-,-,7,chord trainer: moveable chords
guitar-learn-missions-rhythm,moveable chords,FALSE,song,the yousicians,moveable chords,7,stronger than life
guitar-learn-missions-rhythm,moveable chords,FALSE,trainer,-,-,7,chord trainer: root-5 major
guitar-learn-missions-rhythm,moveable chords,FALSE,song,the yousicians,moveable chord riff,7,rusty ground
guitar-learn-missions-rhythm,moveable chords,FALSE,video,-,-,7,video: chicks & stops
guitar-learn-missions-rhythm,moveable chords,FALSE,trainer,-,-,7,trainer: chicks & stops
guitar-learn-missions-rhythm,moveable chords,FALSE,song,the yousicians,moveable chords,7,very far away
guitar-learn-missions-rhythm,moveable chords,FALSE,song,the yousicians,moveable chords,7,skateheart
guitar-learn-missions-rhythm,moveable chords,FALSE,trainer,-,-,7,chord trainer: moveable 7ths
guitar-learn-missions-rhythm,moveable chords,FALSE,song,traditional,moveable chords,7,frankie & johnny
guitar-learn-missions-rhythm,moveable chords,FALSE,song,the yousicians,moveable chords,7,winter jazz
guitar-learn-missions-lead,skill test (lead level 8),FALSE,song,johann pachelbel,main melody,8,canon (in D)
guitar-learn-missions-lead,string bender,FALSE,video,-,-,8,video: reinforced bending
guitar-learn-missions-lead,string bender,FALSE,trainer,-,-,8,trainer: reinforced bending
guitar-learn-missions-lead,string bender,FALSE,song,the yousicians,expressive melody,8,syrup with honey
guitar-learn-missions-lead,string bender,FALSE,song,the yousicians,melody,8,zombiefication
guitar-learn-missions-lead,string bender,FALSE,song,the yousicians,bending melody,8,bent on bending
guitar-learn-missions-lead,string bender,FALSE,video,-,-,8,"video: bend, hold, release"
guitar-learn-missions-lead,string bender,FALSE,trainer,-,-,8,"trainer: bend, hold, release"
guitar-learn-missions-lead,string bender,FALSE,song,the yousicians,bending melody,8,somewhere
guitar-learn-missions-lead,string bender,FALSE,song,the yousicians,bending melody,8,bending the spoon
guitar-learn-missions-lead,string bender,FALSE,song,the yousicians,melody,8,the day before today
guitar-learn-missions-lead,loud & soft,FALSE,video,-,-,8,video: picking dynamics
guitar-learn-missions-lead,loud & soft,FALSE,trainer,-,-,8,trainer: picking dynamics
guitar-learn-missions-lead,loud & soft,FALSE,song,traditional,full melody,8,when johnny comes marching home
guitar-learn-missions-lead,loud & soft,FALSE,song,the yousicians,melody,8,set me free
guitar-learn-missions-lead,loud & soft,FALSE,song,the yousicians,melody,8,sitting on a park bench
guitar-learn-missions-lead,loud & soft,FALSE,song,johann sebastian bach,main melody,8,bourree (rock)
guitar-learn-missions-lead,loud & soft,FALSE,song,the yousicians,high melody,8,wizard's waltz
guitar-learn-missions-lead,loud & soft,FALSE,song,traditional,solo,8,frankie & johhny (lead mix)
guitar-learn-missions-rhythm,skill test (rhythm level 8),FALSE,song,the yousicians,full rhythm,8,the day before today
guitar-learn-missions-rhythm,skill test (rhythm level 8),FALSE,trainer,-,-,8,chord trainer: popular moveable
guitar-learn-missions-rhythm,groovy riffs,FALSE,video,-,-,8,video: rhythmic picking
guitar-learn-missions-rhythm,groovy riffs,FALSE,trainer,-,-,8,trainer: rhythmic picking
guitar-learn-missions-rhythm,groovy riffs,FALSE,song,the yousicians,full riff,8,highway to helsinki
guitar-learn-missions-rhythm,groovy riffs,FALSE,song,the yousicians,funky riff,8,warm sweat
guitar-learn-missions-rhythm,groovy riffs,FALSE,song,the yousicians,main riff,8,watch this space
guitar-learn-missions-rhythm,groovy riffs,FALSE,song,the yousicians,full riff,8,fast machine
guitar-learn-missions-rhythm,groovy riffs,FALSE,song,the yousicians,power chord riff,8,modern vintage
guitar-learn-missions-rhythm,groovy riffs,FALSE,song,the yousicians,full chord-riff,8,paholaisen boogie
guitar-learn-missions-rhythm,groovy riffs,FALSE,song,the yousicians,full riff,8,new dawn
guitar-learn-missions-rhythm,barre chords,FALSE,video,-,-,8,video: barre chord technique
guitar-learn-missions-rhythm,barre chords,FALSE,trainer,-,-,8,trainer: major barre
guitar-learn-missions-rhythm,barre chords,FALSE,song,the yousicians,barre chords,8,very far away
guitar-learn-missions-rhythm,barre chords,FALSE,trainer,-,-,8,trainer: minor barre
guitar-learn-missions-rhythm,barre chords,FALSE,song,the yousicians,barre chords,8,rise & fall
guitar-learn-missions-rhythm,barre chords,FALSE,song,the yousicians,barre chords,8,over the rooftops
guitar-learn-missions-rhythm,barre chords,FALSE,song,the yousicians,barre chords,8,like a boss
guitar-learn-missions-rhythm,barre chords,FALSE,trainer,-,-,8,trainer: barre 7ths
guitar-learn-missions-rhythm,barre chords,FALSE,song,the yousicians,barre chords,8,flat out
guitar-learn-missions-rhythm,barre chords,FALSE,song,the yousicians,barre 7th chords,8,barre your sould
guitar-learn-missions-rhythm,barre chords,FALSE,song,the yousicians,barre chords,8,honeymoon bossa nova
guitar-learn-missions-lead,building speed,FALSE,video,-,-,9,fast loops
guitar-learn-missions-lead,building speed,FALSE,trainer,-,lick trainer,9,fast loops 
guitar-learn-missions-lead,building speed,FALSE,song,the yousicians,lead,9,don't wanna be with you
guitar-learn-missions-lead,building speed,FALSE,song,the yousicians,main lead,9,modern vintage
guitar-learn-missions-lead,building speed,FALSE,song,the yousicians,lead,9,down the line
guitar-learn-missions-lead,building speed,FALSE,video,-,-,9,picking speed
guitar-learn-missions-lead,building speed,FALSE,trainer,-,lick trainer,9,picking speed
guitar-learn-missions-lead,building speed,FALSE,song,traditional,full melody,9,botany bay (metal)
guitar-learn-missions-lead,building speed,FALSE,song,the yousicians,melody,9,if you only knew
guitar-learn-missions-lead,building speed,FALSE,song,the yousicians,melody,9,bird town
guitar-learn-missions-lead,legato lines,FALSE,video,-,-,9,legato chunks
guitar-learn-missions-lead,legato lines,FALSE,trainer,-,lick trainer,9,legato chunks
guitar-learn-missions-lead,legato lines,FALSE,song,the yousicians,lead,9,barre your soul
guitar-learn-missions-lead,legato lines,FALSE,song,traditional,melody,9,arkansas traveler
guitar-learn-missions-lead,legato lines,FALSE,song,traditional,melody,9,morrison's jig (the kesh)
guitar-learn-missions-lead,legato lines,FALSE,trainer,-,lick trainer,9,three notes per string
guitar-learn-missions-lead,legato lines,FALSE,song,johann pachelbel,full melody,9,canon in D
guitar-learn-missions-lead,legato lines,FALSE,song,the yousicians,lead,9,nimbara
guitar-learn-missions-lead,legato lines,FALSE,song,the yousicians,main melody,9,you've got the power
guitar-learn-missions-lead,fretboard coverage,FALSE,video,-,-,9,horizontal playing
guitar-learn-missions-lead,fretboard coverage,FALSE,trainer,-,lick trainer,9,horizontal playing
guitar-learn-missions-lead,fretboard coverage,FALSE,song,the yousicians,lead,9,boolo
guitar-learn-missions-lead,fretboard coverage,FALSE,song,the yousicians,lead,9,have you seen this boy?
guitar-learn-missions-lead,fretboard coverage,FALSE,song,the yousicians,lead,9,don't need you no more
guitar-learn-missions-lead,fretboard coverage,FALSE,song,the yousicians,melody,9,bhangralicious
guitar-learn-missions-lead,fretboard coverage,FALSE,song,christian petzold,main melody,9,minuet in G (metal)
guitar-learn-missions-lead,fretboard coverage,FALSE,song,the yousicians,full melody,9,buns of navarone
guitar-learn-missions-rhythm,chord riffs,FALSE,video,-,-,9,moveable chord riffs
guitar-learn-missions-rhythm,chord riffs,FALSE,trainer,-,lick trainer,9,moveable chord riffs
guitar-learn-missions-rhythm,chord riffs,FALSE,song,the yousicians,rhythm,9,greasy fingers
guitar-learn-missions-rhythm,chord riffs,FALSE,song,the yousicians,full rhythm,9,12 bar blues
guitar-learn-missions-rhythm,chord riffs,FALSE,song,the yousicians,full rhythm,9,rusty ground
guitar-learn-missions-rhythm,chord riffs,FALSE,song,the yousicians,rhythm,9,seven sharp nine
guitar-learn-missions-rhythm,chord riffs,FALSE,song,the yousicians,full rhythm,9,my mama didn't raise no fool
guitar-learn-missions-rhythm,chord riffs,FALSE,song,the yousicians,full rhythm,9,30 years later
guitar-learn-missions-rhythm,chord riffs,FALSE,song,the yousicians,full rhythm,9,very far away
guitar-learn-missions,fingerpicking,FALSE,video,-,-,9,percussive thumps
guitar-learn-missions,fingerpicking,FALSE,trainer,-,-,9,percussive thumps
guitar-learn-missions,fingerpicking,FALSE,song,the yousicians,fingerpicking,9,a gravidade da lua
guitar-learn-missions,fingerpicking,FALSE,song,the yousicians,full fingerpicking,9,summer of love
guitar-learn-missions,fingerpicking,FALSE,song,the yousicians,fingerpicking,9,the good song
guitar-learn-missions,fingerpicking,FALSE,video,-,-,9,fingerpicking speed
guitar-learn-missions,fingerpicking,FALSE,trainer,-,-,9,fingerpicking speed
guitar-learn-missions,fingerpicking,FALSE,song,the yousicians,full fingerpicking,9,compromises
guitar-learn-missions,fingerpicking,FALSE,song,the yousicians,fingerpicking,9,rise & fall
guitar-learn-missions,fingerpicking,FALSE,song,the yousicians,fingerpicking,9,freewheelin'
guitar-learn-missions,fingerpicking,FALSE,song,traditional,full fingerpicking,9,walzing matilda (in G)
guitar-learn-missions,riffs,FALSE,video,-,-,9,picking patterns
guitar-learn-missions,riffs,FALSE,trainer,-,lick trainer,9,picking patterns
guitar-learn-missions,riffs,FALSE,song,the yousicians,full rhythm,9,heavy metal in my veins
guitar-learn-missions,riffs,FALSE,song,the yousicians,full riff,9,wingman
guitar-learn-missions,riffs,FALSE,song,wolfgang amadeus mozart,full riff,9,symphony no 40
guitar-learn-missions,riffs,FALSE,song,the yousicians,full riff v2,9,a new kennel
guitar-learn-missions,riffs,FALSE,song,johann sebastian bach,full rhythm,9,bourree (rock)
guitar-learn-missions,riffs,FALSE,song,the yousicians,full rhythm,9,you've got the power
guitar-learn-missions,riffs,FALSE,song,christian petzold,full riff,9,minuet in G (metal)
guitar-learn-missions,express yourself,FALSE,video,-,-,10,vibrato
guitar-learn-missions,express yourself,FALSE,trainer,-,-,10,vibrato
guitar-learn-missions,express yourself,FALSE,song,the yousicians,lead,10,blues in f
guitar-learn-missions,express yourself,FALSE,song,the yousicians,melody,10,kung fu hero
